,0
0,0.48499196767807007
1,0.4614260792732239
2,0.4654884338378906
3,0.4515184462070465
4,0.44692370295524597
5,0.4462706744670868
6,0.44612255692481995
7,0.5164561867713928
8,0.4366496801376343
9,0.4360629618167877
10,0.4351654648780823
11,0.470711350440979
12,0.42061272263526917
13,0.44214630126953125
14,0.5706635117530823
15,0.4372698664665222
16,0.42503875494003296
17,0.41130733489990234
18,0.4134991466999054
19,0.4031396210193634
20,0.3878932297229767
21,0.40405523777008057
22,0.39073869585990906
23,0.39532339572906494
24,0.3928046226501465
25,0.40396052598953247
26,0.3864123523235321
27,0.38956642150878906
28,0.39771562814712524
29,0.38282808661460876
30,0.3848015367984772
31,0.37786921858787537
32,0.38784894347190857
33,0.3779255449771881
34,0.5193333625793457
35,0.5857279300689697
36,0.4994903802871704
37,0.4999528229236603
38,0.4561527967453003
39,0.4416891038417816
40,0.43002980947494507
41,0.42123091220855713
42,0.401278555393219
43,0.3885607123374939
44,0.40376734733581543
45,0.38474470376968384
46,0.3724069595336914
47,0.38110244274139404
48,0.3715275526046753
49,0.39960071444511414
50,0.3714631199836731
51,0.3756813406944275
52,0.38613027334213257
53,0.3691364824771881
54,0.40437057614326477
55,0.38500669598579407
56,0.37554776668548584
57,0.3737022280693054
58,0.37866827845573425
59,0.36959022283554077
60,0.36291682720184326
61,0.3586788773536682
62,0.40424391627311707
63,0.371073842048645
64,0.3721168339252472
65,0.3605160415172577
66,0.3856618404388428
67,0.37291523814201355
68,0.37304985523223877
69,0.3801296353340149
70,0.37131041288375854
71,0.3652724027633667
72,0.3658457398414612
73,0.35943350195884705
74,0.3594852089881897
75,0.34743428230285645
76,0.34953704476356506
77,0.35661259293556213
78,0.36966100335121155
79,0.34318044781684875
80,0.34906327724456787
81,0.3462669253349304
82,0.3743109107017517
83,0.34719419479370117
84,0.4647524356842041
85,0.36414220929145813
86,0.3626106381416321
87,0.35240983963012695
88,0.35892826318740845
89,0.3969051241874695
90,0.378327876329422
91,0.34957197308540344
92,0.34936103224754333
93,0.3724755644798279
94,0.35501155257225037
95,0.36156654357910156
96,0.4671492576599121
97,0.3808436691761017
98,0.6001057028770447
99,0.6071434617042542
100,0.608466386795044
101,0.5926128029823303
102,0.4682403802871704
103,0.4521747827529907
104,0.432082861661911
105,0.41542547941207886
106,0.4230571687221527
107,0.386874794960022
108,0.3929755687713623
109,0.39740514755249023
110,0.3724074959754944
111,0.3783986270427704
112,0.3866581320762634
113,0.40039825439453125
114,0.3951735198497772
115,0.41849565505981445
116,0.38491472601890564
117,0.37126052379608154
118,0.3707923889160156
119,0.35865867137908936
120,0.3790343701839447
121,0.37679237127304077
122,0.35611581802368164
123,0.39799439907073975
124,0.3621833026409149
125,0.3596920967102051
126,0.3796645402908325
127,0.3846834897994995
128,0.3559221029281616
129,0.3749590814113617
130,0.3791400194168091
131,0.36099398136138916
132,0.3744315505027771
133,0.3778328597545624
134,0.3716092109680176
135,0.3641993999481201
136,0.3575676381587982
137,0.367048054933548
138,0.36581626534461975
139,0.37705567479133606
140,0.38758575916290283
141,0.3545478284358978
142,0.35422077775001526
143,0.37032565474510193
144,0.3521028757095337
145,0.35538479685783386
146,0.35707780718803406
147,0.3504927158355713
148,0.346098929643631
149,0.35298317670822144
150,0.36226874589920044
151,0.35909920930862427
152,0.35377728939056396
153,0.36176204681396484
154,0.3578198254108429
155,0.3639886975288391
156,0.34830960631370544
157,0.35915407538414
158,0.35193514823913574
159,0.36069726943969727
160,0.35627642273902893
161,0.354436457157135
162,0.3481884300708771
163,0.35842064023017883
164,0.35724589228630066
165,0.3657103180885315
166,0.533370852470398
167,0.5696954131126404
168,0.45840969681739807
169,0.4151073694229126
170,0.40893876552581787
171,0.4220515787601471
172,0.3756231963634491
173,0.39456745982170105
174,0.3840886056423187
175,0.39621537923812866
176,0.36473411321640015
177,0.38147127628326416
178,0.3573334813117981
179,0.36655300855636597
180,0.35501760244369507
181,0.35781681537628174
182,0.3506051003932953
183,0.3530941903591156
184,0.377833753824234
185,0.3708080053329468
186,0.35905325412750244
187,0.36183446645736694
188,0.3631768822669983
189,0.44767332077026367
190,0.35170143842697144
191,0.3751145899295807
192,0.3536618947982788
193,0.37161412835121155
194,0.3897807002067566
195,0.4337794780731201
196,0.45481550693511963
197,0.4472392499446869
198,0.4422522187232971
199,0.4671447277069092
200,0.5204225778579712
201,0.6865965723991394
202,0.6599900722503662
203,0.667686939239502
204,0.6682230234146118
205,0.6221255660057068
206,0.6169005632400513
207,0.6106439828872681
208,0.606423020362854
209,0.6332598328590393
210,0.592036783695221
211,0.5883486866950989
212,0.6726570129394531
213,0.6348610520362854
214,0.6304245591163635
215,0.5867462158203125
216,0.6051649451255798
217,0.5522803664207458
218,0.5398914217948914
219,0.5549713969230652
220,0.5508067607879639
221,0.5475620627403259
222,0.5502233505249023
223,0.5266993045806885
224,0.62523353099823
225,0.5391179919242859
226,0.6393663883209229
227,0.569598376750946
228,0.5670393109321594
229,0.525629460811615
230,0.49080851674079895
231,0.4920921325683594
232,0.47215232253074646
233,0.4260779917240143
234,0.6864509582519531
235,0.3914606273174286
236,0.4622634947299957
237,0.4266367256641388
238,0.4211493730545044
239,0.4454644024372101
240,0.3972598910331726
241,0.5119832158088684
242,0.3715786337852478
243,0.37451791763305664
244,0.3894478380680084
245,0.3673474192619324
246,0.36251482367515564
247,0.35012781620025635
248,0.3501172363758087
249,0.3569510579109192
250,0.3668086528778076
251,0.36359739303588867
252,0.34641289710998535
253,0.35637208819389343
254,0.40373796224594116
255,0.49993696808815
256,0.3499850630760193
257,0.37161722779273987
258,0.3634222447872162
259,0.35055360198020935
260,0.3483433127403259
261,0.39406338334083557
262,0.34568485617637634
263,0.36285027861595154
264,0.3529703617095947
265,0.5544695258140564
266,0.3421892523765564
267,0.34324032068252563
268,0.35710394382476807
269,0.34221312403678894
270,0.34966784715652466
271,0.34267112612724304
272,0.34186145663261414
273,0.33648717403411865
274,0.3399679958820343
275,0.3430458605289459
276,0.3390102684497833
277,0.337060809135437
278,0.3365243077278137
279,0.34021347761154175
280,0.3404049873352051
281,0.33949166536331177
282,0.3477385640144348
283,0.34852010011672974
284,0.33478087186813354
285,0.3342130780220032
286,0.33486905694007874
287,0.35456573963165283
288,0.5796582698822021
289,0.33964940905570984
290,0.3509889543056488
291,0.42822009325027466
292,0.34124547243118286
293,0.347820907831192
294,0.3716873228549957
295,0.33828306198120117
296,0.33523672819137573
297,0.3407180607318878
298,0.3405548334121704
299,0.33368581533432007
300,0.33828794956207275
301,0.33901074528694153
302,0.3445245623588562
303,0.33363237977027893
304,0.33508792519569397
305,0.3388034701347351
306,0.3447521924972534
307,0.33825546503067017
308,0.33410894870758057
309,0.33758825063705444
310,0.34291836619377136
311,0.33279210329055786
312,0.3338029980659485
313,0.3327410817146301
314,0.3310950994491577
315,0.3320784270763397
316,0.3291108012199402
317,0.33231687545776367
318,0.33180564641952515
319,0.3366757035255432
320,0.3331170380115509
321,0.33167025446891785
322,0.34824448823928833
323,0.33442556858062744
324,0.3342503607273102
325,0.32987621426582336
326,0.3303981423377991
327,0.3311372995376587
328,0.33298370242118835
329,0.33230018615722656
330,0.33014121651649475
331,0.3401607871055603
332,0.3296949863433838
333,0.33470916748046875
334,0.33062878251075745
335,0.332341730594635
336,0.32862621545791626
337,0.3380942642688751
338,0.3274837136268616
339,0.33065876364707947
340,0.33486971259117126
341,0.32869720458984375
342,0.3292985260486603
343,0.3417567014694214
344,0.32977408170700073
345,0.3273451030254364
346,0.32678619027137756
347,0.32653212547302246
348,0.33093586564064026
349,0.3280865550041199
350,0.3268667459487915
351,0.3265341520309448
352,0.3272940516471863
