,0,1,2
0,1.4271740913391113,0.451974093914032,0.9751999378204346
1,1.430947184562683,0.49060240387916565,0.9403447508811951
2,1.4208850860595703,0.5206032991409302,0.9002817869186401
3,1.391852855682373,0.5218548774719238,0.8699979782104492
4,1.4059381484985352,0.5611260533332825,0.8448120355606079
5,1.389049768447876,0.5825492143630981,0.8065005540847778
6,1.381150484085083,0.5958640575408936,0.7852863669395447
7,1.390675663948059,0.6288493871688843,0.7618262767791748
8,1.359750509262085,0.6344738006591797,0.7252767086029053
9,1.350117802619934,0.6399257183074951,0.710192084312439
10,1.325071930885315,0.6454451680183411,0.6796267628669739
11,1.250723958015442,0.5961754322052002,0.6545485258102417
12,1.2394654750823975,0.6105791926383972,0.6288862228393555
13,1.2746717929840088,0.6728171110153198,0.601854681968689
14,1.2490686178207397,0.6647881269454956,0.5842804908752441
15,1.2310621738433838,0.6828337907791138,0.54822838306427
16,1.2397042512893677,0.6860688924789429,0.5536353588104248
17,1.218428611755371,0.6876609325408936,0.5307677388191223
18,1.2157964706420898,0.6895940899848938,0.5262023210525513
19,1.1877777576446533,0.6894841194152832,0.4982936978340149
20,1.1741124391555786,0.6890531778335571,0.4850592315196991
21,1.165588140487671,0.6896526217460632,0.47593557834625244
22,1.144707202911377,0.6894862055778503,0.45522093772888184
23,1.1377520561218262,0.6903513669967651,0.4474007487297058
24,1.1149601936340332,0.6897690296173096,0.425191193819046
25,1.113946795463562,0.6893870830535889,0.42455974221229553
26,1.0799596309661865,0.6900458931922913,0.38991373777389526
27,1.0735526084899902,0.6898656487464905,0.38368701934814453
28,1.070478916168213,0.6905750036239624,0.3799039125442505
29,1.0523866415023804,0.6903321743011475,0.3620544672012329
30,1.0532500743865967,0.6908648014068604,0.36238521337509155
31,1.0309849977493286,0.6908517479896545,0.34013327956199646
32,1.0387794971466064,0.6908929944038391,0.34788650274276733
33,1.0190696716308594,0.6890302300453186,0.33003944158554077
34,1.1396675109863281,0.6649410724639893,0.47472643852233887
35,0.9782986640930176,0.639881432056427,0.3384172022342682
36,0.976071834564209,0.6808730959892273,0.2951987087726593
37,1.0121058225631714,0.6805034279823303,0.33160239458084106
38,1.0124034881591797,0.6893109083175659,0.3230925500392914
39,0.9904462099075317,0.6896148920059204,0.30083131790161133
40,0.9546654224395752,0.6895226240158081,0.2651427984237671
41,0.9636119604110718,0.6905946731567383,0.2730172872543335
42,0.9345065355300903,0.6906230449676514,0.24388346076011658
43,0.9465402960777283,0.6913151741027832,0.25522512197494507
44,0.9695435166358948,0.6913323998451233,0.2782111167907715
45,0.9716010093688965,0.6916089653968811,0.2799920439720154
46,0.9059419631958008,0.6907763481140137,0.21516558527946472
47,0.8961806893348694,0.6900354623794556,0.206145241856575
48,0.8955826759338379,0.6910982728004456,0.20448441803455353
49,0.967128336429596,0.6900378465652466,0.27709048986434937
50,0.9217057228088379,0.689767599105835,0.23193809390068054
51,0.9054731130599976,0.6907294392585754,0.21474364399909973
52,0.9146467447280884,0.6914857625961304,0.22316095232963562
53,0.8983445763587952,0.6915044784545898,0.20684009790420532
54,1.048175573348999,0.6916006803512573,0.3565748333930969
55,0.920473575592041,0.6915202736854553,0.2289533019065857
56,0.9313496947288513,0.6919890642166138,0.23936061561107635
57,0.9702409505844116,0.6917116641998291,0.27852925658226013
58,1.0223442316055298,0.6916435360908508,0.33070066571235657
59,1.0582504272460938,0.6913930177688599,0.36685746908187866
60,1.00236177444458,0.6917812824249268,0.3105804920196533
61,0.9525519013404846,0.6917515993118286,0.260800302028656
62,0.8678703904151917,0.6901531219482422,0.17771726846694946
63,0.8684431314468384,0.6903470158576965,0.17809614539146423
64,0.960344672203064,0.6913949251174927,0.2689497768878937
65,0.908825159072876,0.6915434002876282,0.2172817587852478
66,0.8510845303535461,0.6915152072906494,0.15956933796405792
67,0.9257572889328003,0.691166877746582,0.23459044098854065
68,0.8576470613479614,0.6913319826126099,0.16631510853767395
69,0.9645354151725769,0.6919354200363159,0.272599995136261
70,0.8742559552192688,0.6916437149047852,0.18261222541332245
71,0.9127825498580933,0.6917982697486877,0.22098426520824432
72,0.8424267768859863,0.6915519833564758,0.1508747935295105
73,0.9056307077407837,0.6918131113052368,0.21381762623786926
74,0.9394904375076294,0.6915664672851562,0.24792394042015076
75,0.8709136247634888,0.6913117170333862,0.17960192263126373
76,0.918552041053772,0.6917496919631958,0.22680231928825378
77,0.8520506620407104,0.6918025016784668,0.16024819016456604
78,0.8331047296524048,0.6916568875312805,0.14144785702228546
